# (c) Der Bundeswahlleiter, Wiesbaden 2019;;;;;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;;;;;
# Die Wahlbewerberinnen und Wahlbewerber zum 19. Deutschen Bundestag (24. September 2017);;;;;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;;;;;
# Codepage: UTF-8, Trennzeichen: Semikolon;;;;;;;;;;;;;;;;;;;;
# Stand: 4. September 2017 (2. Korrektur);;;;;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;;;;;
Titel;Namenszusatz;Name;Vorname;Geschlecht;Geburtsjahr;Wohnort;Geburtsort;Beruf;Berufsschlüssel;Wahlkreis_Land;Wahlkreis_Nr;Wahlkreis_Bez;Wahlkreis_ParteiKurzBez;Wahlkreis_ParteiBez;Liste_Land;Liste_ParteiKurzBez;Liste_ParteiBez;Liste_Platz;Wiederkandidatur;"Gewählt: 1=über Wkr; 2=über LL"
;;Nahouli;Doreen;w;1969;Berlin;Brandenburg an der Havel;med.-techn. Radiologieassistentin;81;;;;;;BE;DM;Deutsche Mitte;6;;0
;;Nährig;Janina Daniela;w;1980;Hamburg;Hamburg;Dipl.-Verwaltungswirtin;73;;;;;;HH;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;7;;0
;;Nan;Christian;m;1959;Heilbronn;Fogarasch;Servicetechniker;25;;;;;;BW;DM;Deutsche Mitte;14;;0
;;Napp;Stephanie;w;1986;Greifswald;Rostock;Angestellte;71;;;;;;MV;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;5;;0
;;Nasdala;Dirk;m;1966;Hoyerswerda;Berlin;Rechtsanwalt;73;;;;;;SN;FREIE WÄHLER;FREIE WÄHLER;4;;0
;;Nass;Michael;m;1963;Kirchhain;Marburg;Ingenieur;27;;;;;;HE;SPD;Sozialdemokratische Partei Deutschlands;35;;0
;;Nastic;Zaklin;w;1980;Hamburg;Gdynia, Polen;Angehörigenpflegerin;6;HH;20;Hamburg-Eimsbüttel;DIE LINKE;DIE LINKE;HH;DIE LINKE;DIE LINKE;2;;2
;;Natke;Stefan;m;1958;Berlin;Emsdetten;Zimmerer;33;;;;;;BE;DKP;Deutsche Kommunistische Partei;1;;0
;;Natterer;Christian;m;1981;Wangen im Allgäu;Tettnang;Dipl.-Kaufmann;71;;;;;;BW;CDU;Christlich Demokratische Union Deutschlands;9;;0
;;Naumann;Felix;m;1990;Düsseldorf;Leipzig;Student;4;;;;;;NW;BGE;Bündnis Grundeinkommen;2;;0
;;Naumann;Lisa-Marie;w;1995;Röhrmoos;München;Auszubildende zur Friedhofsgärtnerin;4;;;;;;BY;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;13;;0
;;Navel;Hermann;m;1948;Wassenberg;Kirchgandern;Elektromeister;26;NW;89;Heinsberg;AfD;Alternative für Deutschland;;;;;;0
;;Nazarenus-Vetter;Albina;w;1974;Frankfurt am Main;Podsosnowo, Russland;Geschäftsführerin;71;;;;;;HE;CDU;Christlich Demokratische Union Deutschlands;23;;0
;;Neama;Nadi Habib;m;1993;Werne;Siegen;Altenpfleger;82;;;;;;NW;Gesundheitsforschung;Partei für Gesundheitsforschung;5;;0
;;Nebel;Arjuna;m;1983;Düsseldorf;Hamburg;Wissenschaftler;84;;;;;;NW;DiB;DEMOKRATIE IN BEWEGUNG;5;;0
;;Nedden;Astrid Verena;w;1967;Essen;Kettwig (jetzt Essen);Rechtsanwältin / FAin für Steuerrecht;73;;;;;;NW;BGE;Bündnis Grundeinkommen;1;;0
;;Nedog;Jonny;m;1954;Erlensee;Offenbach;Dipl.-Bauingenieur;31;HE;180;Hanau;AfD;Alternative für Deutschland;;;;;;0
;;Nehls;Michael;m;1961;Rheinsberg;Rathenow;selbst. Versicherungsmakler e. K.;72;BB;56;Prignitz – Ostprignitz-Ruppin – Havelland I;AfD;Alternative für Deutschland;BB;AfD;Alternative für Deutschland;12;;0
;;Nejedlo;Stefanie;w;1981;Leutershausen;Ansbach;Politikwissenschaftlerin;91;;;;;;BY;CSU;Christlich-Soziale Union in Bayern e.V.;49;;0
;;Nelson;Jürgen Emil;m;1960;Wörth am Rhein;Karlsruhe;Dipl.-Ingenieur;27;;;;;;RP;SPD;Sozialdemokratische Partei Deutschlands;34;;0
;;Nerb;Sarah;w;1982;Regensburg;Roth;Pressesprecherin;92;;;;;;BY;SPD;Sozialdemokratische Partei Deutschlands;49;;0
;;Nestle;Ingrid;w;1977;Kiel;Schwäbisch Gmünd;Dipl.-Wirtschaftsingenieurin;27;SH;3;Steinburg – Dithmarschen Süd;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;SH;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;3;;2
;;Netzel;Olaf;m;1979;Hennigsdorf;Bergen auf Rügen;Haustechniker;34;;;;;;BB;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;3;;0
Dr.;;Neu;Alexander;m;1969;Köln;Harmonie (jetzt Eitorf);Politikwissenschaftler;91;NW;97;Rhein-Sieg-Kreis I;DIE LINKE;DIE LINKE;NW;DIE LINKE;DIE LINKE;10;X;2
;;Neuberger;Gerhard;m;1978;Dornstadt;Ulm;Angestellter;71;;;;;;BW;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;11;;0
;;Neubert;Falk;m;1974;Mittweida;Dresden;MdL;71;SN;161;Mittelsachsen;DIE LINKE;DIE LINKE;;;;;;0
;;Neubert;Frank;m;1970;Sonneberg;Sonneberg;Einrichter;24;;;;;;TH;NPD;Nationaldemokratische Partei Deutschlands;10;;0
;;Neubert;Gunther;m;1958;Düren;Lohr a.Main;Fachverkäufer;62;NW;90;Düren;PIRATEN;Piratenpartei Deutschland;;;;;;0
;;Neubert;Jens Henry;m;1965;Salzgitter;Gerolstein;selbst. Gartenbautechniker;12;NI;49;Salzgitter – Wolfenbüttel;FDP;Freie Demokratische Partei;NI;FDP;Freie Demokratische Partei;28;;0
;;Neudert;Thomas;m;1975;Wolnzach;Tirschenreuth;Dipl.-Kaufmann;71;BY;214;Freising;FDP;Freie Demokratische Partei;BY;FDP;Freie Demokratische Partei;45;;0
;;Neudorfer;Reinhard;m;1946;Waiblingen;München;Rehabilitationsberater i. R.;5;BW;264;Waiblingen;DIE LINKE;DIE LINKE;;;;;;0
Dr.;;Neuendorf;Dieter;m;1953;Berlin;Prenzlau;Facharzt;81;BE;77;Berlin-Reinickendorf;AfD;Alternative für Deutschland;;;;;;0
;;Neuhof;Anna;w;1952;Kirchen (Sieg);Wissen/Sieg;Krankenschwester;81;RP;197;Neuwied;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;RP;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;13;;0
;;Neuhoff;Torsten;m;1969;Bremerhaven;Bremerhaven;Sparkassenkaufmann;72;;;;;;HB;CDU;Christlich Demokratische Union Deutschlands;3;;0
;;Neumann;Andrea;w;1967;Neunkirchen;Neunkirchen;Angestellte;71;;;;;;SL;DIE LINKE;DIE LINKE;2;;0
;;Neumann;Bernhard;m;1985;Kolbermoor;Rosenheim;Pflegefachhelfer;81;BY;222;Rosenheim;BP;Bayernpartei;;;;;;0
;;Neumann;Christoph;m;1964;Leipzig;Leipzig;Dipl.-Ing. Pädagoge;91;SN;152;Leipzig I;AfD;Alternative für Deutschland;SN;AfD;Alternative für Deutschland;11;;2
;;Neumann;Eveline Juliana;w;1949;Jüterbog;Berlin;Pensionärin;5;;;;;;BB;SPD;Sozialdemokratische Partei Deutschlands;29;;0
Dr.;;Neumann;Hannah;w;1984;Berlin;Speyer;Beraterin;71;BE;86;Berlin-Lichtenberg;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BE;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;7;;0
Prof. Dr.;;Neumann;Martin;m;1956;Vetschau/Spreewald;Vetschau;Hochschullehrer / beratender Ingenieur;27;BB;65;Elbe-Elster – Oberspreewald-Lausitz II;FDP;Freie Demokratische Partei;BB;FDP;Freie Demokratische Partei;2;;2
;;Neumann;Matthias Thomas;m;1959;Potsdam;Potsdam-Babelsberg;Dipl.-Ingenieur (FH);27;;;;;;BB;BGE;Bündnis Grundeinkommen;1;;0
;;Neumann;Sebastian Jerry;m;1991;Lübbecke;Ostercappeln;Student / Altenpflegefachkraft;4;NW;134;Minden-Lübbecke I;DIE LINKE;DIE LINKE;;;;;;0
;;Neumeister;Annika;w;1987;Arnsberg;Arnsberg;Lehrerin;84;NW;147;Hochsauerlandkreis;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;NW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;21;;0
;;Neumeyer;Richard Alexander Michael;m;1969;Taufkirchen;München;Dipl.-Wirtschaftsingenieur;27;;;;;;BY;DM;Deutsche Mitte;6;;0
;;Neuner;Andreas Helmut;m;1968;Rückersdorf;Nürnberg;Kunsthändler;62;BY;246;Roth;FDP;Freie Demokratische Partei;BY;FDP;Freie Demokratische Partei;52;;0
;;Ney;Michael Erwin Walter;m;1969;Magdeburg;Oberhausen;Dipl.-Sozialwirt / Bildungsreferent;73;;;;;;ST;DIE LINKE;DIE LINKE;10;;0
;;Ney;Thomas;m;1986;Berlin;Hennigsdorf;Lehrer;84;BB;58;Oberhavel – Havelland II;PIRATEN;Piratenpartei Deutschland;;;;;;0
Dr.;;Ngassa;Emmanuel Anyangwe;m;1966;Witzenhausen;Victoria, Kamerun;Facharzt für Allgemeine Chirurgie;81;HE;169;Werra-Meißner – Hersfeld-Rotenburg;FREIE WÄHLER;FREIE WÄHLER;;;;;;0
;;Nguyên;Franz;m;1963;Bad Heilbrunn;Lenggries;Maschinenbediener;25;;;;;;BY;BP;Bayernpartei;25;;0
;;Nianur;Narziss;w;1964;Hamburg;Kiel;Sozialpädagogin;83;HH;19;Hamburg-Altona;MLPD;Marxistisch-Leninistische Partei Deutschlands;HH;MLPD;Marxistisch-Leninistische Partei Deutschlands;3;;0
Dr.;;Nick;Andreas;m;1967;Montabaur;Koblenz-Moselweiß;MdB / Dipl.-Kaufmann;71;RP;204;Montabaur;CDU;Christlich Demokratische Union Deutschlands;RP;CDU;Christlich Demokratische Union Deutschlands;12;X;1
Dr.;;Nick;Ophelia;w;1973;Wülfrath;Herdecke;Tierärztin;81;NW;105;Mettmann II;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;NW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;15;;0
Dr.;;Nickel;Jörg;m;1967;Kiel;Hamburg;Meeresbiologe;41;;;;;;SH;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;4;;0
;;Nickel;Sabine;w;1967;Dortmund;Dortmund;Büroleiterin;71;;;;;;NW;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;8;;0
;;Nicklaus;Matthias Heribert;m;1982;Eibelstadt;Würzburg;Sachbearbeiter;71;;;;;;BY;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;14;;0
;;Nicolaisen;Petra;w;1965;Wanderup;Schleswig;Industriekauffrau;71;SH;1;Flensburg – Schleswig;CDU;Christlich Demokratische Union Deutschlands;;;;;;1
;;Nicolay;Johannes;m;1972;Zeltingen-Rachtig;Bernkastel-Kues;Hotelier;63;;;;;;RP;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;1;;0
;;Niecke;Antonia Alwine Gisela;w;1991;Hamburg;Hamburg;Studentin;4;;;;;;HH;CDU;Christlich Demokratische Union Deutschlands;7;;0
;;Nieder;Achim;m;1960;Burgdorf;Emmerich;Autor;92;;;;;;NI;AfD;Alternative für Deutschland;16;;0
;;Nieder-Kassebaum;Thomas Andreas;m;1966;Bremen;Hamburg;Industriekaufmann;71;;;;;;HB;DM;Deutsche Mitte;1;;0
;;Niedermann;Ulrich Otto;m;1957;Reinfeld (Holstein);Hamburg;Sozialberater;83;;;;;;SH;ÖDP;Ökologisch-Demokratische Partei;3;;0
;;Niedermeier;Andreas;m;1982;München;München;Büroangestellter;71;;;;;;BY;FREIE WÄHLER;FREIE WÄHLER;35;;0
Dr.;;Niedostadek;Oliver;m;1974;Telgte;Telgte;Geschäftsführer / Rechtsanwalt;71;NW;130;Warendorf;FDP;Freie Demokratische Partei;NW;FDP;Freie Demokratische Partei;50;;0
;;Niegisch;Joachim;m;1959;Gelsenkirchen;Bremerhaven;Lagerarbeiter;51;HB;55;Bremen II – Bremerhaven;MLPD;Marxistisch-Leninistische Partei Deutschlands;HB;MLPD;Marxistisch-Leninistische Partei Deutschlands;7;;0
;;Nielsen;Jennifer;w;1994;Hamburg;Hamburg;Finanzanwärterin;72;;;;;;HH;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;1;;0
;;Niemann;Ferdinand;m;1992;Ratzeburg;Ratzeburg;Student;4;NW;112;Kleve;DIE LINKE;DIE LINKE;;;;;;0
;;Niemann;Sara Inge;w;1972;Wolfsburg;Wolfsburg;Angestellte;71;;;;;;NI;SPD;Sozialdemokratische Partei Deutschlands;60;;0
;;Niemeyer;Ralph;m;1969;Schwäbisch Gmünd;Berlin;Journalist;92;;;;;;BW;SPD;Sozialdemokratische Partei Deutschlands;39;;0
;;Nienaber;Bernhard;m;1994;Stuttgart;Hamm;Student;4;;;;;;BW;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;3;;0
;;Niermann;Guido;m;1964;Soest;Lippstadt;Geschäftsführer;71;;;;;;NW;CDU;Christlich Demokratische Union Deutschlands;71;;0
;;Nierstenhöfer;Anke;w;1974;Hannover;Reutlingen;Krankenschwester;81;NI;41;Stadt Hannover I;MLPD;Marxistisch-Leninistische Partei Deutschlands;;;;;;0
;;Niesen;Albert;m;1959;Trier;Trier;techn. Angestellter;27;RP;203;Trier;EB: Niesen;Albert Niesen;;;;;;0
;;Nietan;Dietmar;m;1964;Düren;Düren;MdB;71;NW;90;Düren;SPD;Sozialdemokratische Partei Deutschlands;NW;SPD;Sozialdemokratische Partei Deutschlands;9;X;2
;;Niggemann;Klaus;m;1962;Dillenburg;Dortmund;Kriminalbeamter;53;;;;;;HE;AfD;Alternative für Deutschland;15;;0
;;Niklaus;Andreas;m;1961;Berlin;St. Ilgen (jetzt Leimen);Busfahrer;52;BE;75;Berlin-Mitte;SGP;Sozialistische Gleichheitspartei, Vierte Internationale;BE;SGP;Sozialistische Gleichheitspartei, Vierte Internationale;3;;0
;;Niklaus;Jens;m;1973;Haan;Gelsenkirchen;Betriebswirt;71;NW;104;Mettmann I;SPD;Sozialdemokratische Partei Deutschlands;NW;SPD;Sozialdemokratische Partei Deutschlands;49;;0
;;Nissen;Ulrike;w;1959;Frankfurt am Main;Essen;MdB;71;HE;183;Frankfurt am Main II;SPD;Sozialdemokratische Partei Deutschlands;HE;SPD;Sozialdemokratische Partei Deutschlands;6;X;2
;;Nißlein;Roswitha;w;1956;Olching;München;freiberufl. Lehrkraft / Dipl.-Biologin;84;;;;;;BY;BGE;Bündnis Grundeinkommen;10;;0
;;Nitsch;Gabriele;w;1964;Verl;Münster;Dipl.-Kauffrau;71;;;;;;NW;CDU;Christlich Demokratische Union Deutschlands;80;;0
;;Nitsche;Evelyn;w;1956;Halle (Saale);Halle (Saale);Zahntechnikerin;82;ST;72;Halle;AfD;Alternative für Deutschland;;;;;;0
Dr.;;Nitzsche;Thomas;m;1975;Jena;Zeulenroda;Fachreferent Bibliothek;84;;;;;;TH;FDP;Freie Demokratische Partei;11;;0
;;Nölke;Matthias;m;1980;Kassel;Kassel;Jurist;73;HE;168;Kassel;FDP;Freie Demokratische Partei;HE;FDP;Freie Demokratische Partei;8;;0
;;Noll;Michaela;w;1959;Haan;Düsseldorf;MdB / Rechtsanwältin;71;NW;104;Mettmann I;CDU;Christlich Demokratische Union Deutschlands;NW;CDU;Christlich Demokratische Union Deutschlands;4;X;1
;;Nolte;Alexander;m;1988;Essen;Essen;Student;4;;;;;;NW;SPD;Sozialdemokratische Partei Deutschlands;65;;0
;;Nolte;Benjamin Dominik;m;1982;München;Hagen;Ingenieur;27;;;;;;BY;AfD;Alternative für Deutschland;19;;0
;;Nolte;Jan Ralf;m;1988;Frankenberg (Eder);Bremen;Soldat;1;HE;167;Waldeck;AfD;Alternative für Deutschland;HE;AfD;Alternative für Deutschland;4;;2
;;Nord;Thomas Hans;m;1957;Frankfurt (Oder);Berlin;MdB / Kulturwissenschaftler;71;BB;63;Frankfurt (Oder) – Oder-Spree;DIE LINKE;DIE LINKE;BB;DIE LINKE;DIE LINKE;2;X;2
;;Normann;Johannes Gerhard;m;1968;Mömbris;Alzenau;Bankkaufmann;72;;;;;;BY;AfD;Alternative für Deutschland;22;;0
;;Nossem;Angelo;m;1966;Heinsberg;Schwalmtal;selbst. Tischler;22;;;;;;NW;DM;Deutsche Mitte;3;;0
;;Nothdurft;Michael;m;1958;Ostfildern;Köln;Konzertgitarrist;94;;;;;;BW;BGE;Bündnis Grundeinkommen;4;;0
Dr.;von;Notz;Konstantin;m;1971;Mölln;Mölln;MdB / Jurist;73;SH;10;Herzogtum Lauenburg – Stormarn-Süd;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;SH;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;2;X;2
;;Nouripour;Omid;m;1975;Berlin;Teheran, Iran;selbständig;9;HE;183;Frankfurt am Main II;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;HE;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;2;X;2
;;Nowack;Hubert;m;1961;Rottweil;Rottweil;selbst. Zimmerermeister;33;BW;285;Rottweil – Tuttlingen;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;38;;0
;;Nowak;Helmut;m;1941;Leverkusen;Beuthen;MdB / Kaufmann;61;NW;101;Leverkusen – Köln IV;CDU;Christlich Demokratische Union Deutschlands;NW;CDU;Christlich Demokratische Union Deutschlands;38;X;0
;;Nowak;Janus;m;1978;Nufringen;Groß Strehlitz;Internet-Unternehmer;71;;;;;;BW;NPD;Nationaldemokratische Partei Deutschlands;2;;0
;;Nowak;Rainer;m;1950;Duderstadt;Recklinghausen;Gewerkschaftssekretär a. D.;5;NI;53;Göttingen;FREIE WÄHLER;FREIE WÄHLER;NI;FREIE WÄHLER;FREIE WÄHLER;3;;0
;;Nowak;Rita Magdalena;w;1957;Recklinghausen;Recklingshausen;Pensionärin;5;NW;122;Recklinghausen II;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;;;;;;0
;;Nowak;Siegfried;m;1958;Salzkotten;Norf;Rentner;5;NW;137;Paderborn – Gütersloh III;DIE LINKE;DIE LINKE;;;;;;0
;;Nufer;Frank;m;1968;Berlin;München;Journalist;92;;;;;;BE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;42;;0
;;Nürnberger;Jörg;m;1967;Tröstau;Wunsiedel;Rechtsanwalt;73;BY;239;Hof;SPD;Sozialdemokratische Partei Deutschlands;BY;SPD;Sozialdemokratische Partei Deutschlands;23;;0
;;Nuss;Shanna;w;1966;Speyer;Nurataldy;Dipl.-Ing. (FH) / Geophysikerin;42;RP;208;Neustadt – Speyer;DIE EINHEIT;DIE EINHEIT;;;;;;0
;;Nussbaum;Herbert;m;1958;Düsseldorf;Berlin;Dipl.-Ingenieur;27;NW;106;Düsseldorf I;MLPD;Marxistisch-Leninistische Partei Deutschlands;;;;;;0
;;Nusser;Dennis;m;1996;Heidelberg;Freiburg im Breisgau;Student;4;BW;274;Heidelberg;FDP;Freie Demokratische Partei;BW;FDP;Freie Demokratische Partei;21;;0
Dr.;;Nüßlein;Georg;m;1969;Münsterhausen;Krumbach (Schwaben);MdB / Dipl.-Kaufmann;71;BY;255;Neu-Ulm;CSU;Christlich-Soziale Union in Bayern e.V.;;;;;X;1
;;Nützel;Harald;m;1976;Nordhorn;Bayreuth;Servicetechniker für Pipelineinspektion;34;NI;31;Mittelems;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;;;;;;0
;;Nyga;Carsten Jens;m;1966;Bielefeld;Duisburg;Industriekaufmann;71;;;;;;NW;PIRATEN;Piratenpartei Deutschland;19;;0
;;Obenauer;Lennart;m;1994;Pliezhausen;Pliezhausen;Schüler;4;BW;289;Reutlingen;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;;;;;;0
;;Oberbäumer;Lena;w;1979;Bielefeld;Bielefeld;Lehrerin;84;NW;132;Bielefeld – Gütersloh II;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;;;;;;0
;;Oberhäuser;Petra;w;1970;Schwaig b.Nürnberg;Nürnberg;Projektmanagerin;71;;;;;;BY;CSU;Christlich-Soziale Union in Bayern e.V.;51;;0
;;Oberheim;Andreas Martin;m;1983;Bonn;Homburg (Saar);Ethnologe (M. A.);91;;;;;;NW;Die Humanisten;Partei der Humanisten;10;;0
;;Obermeier;Julia Stephanie;w;1984;München;München;MdB;71;;;;;;BY;CSU;Christlich-Soziale Union in Bayern e.V.;32;X;0
;;Obradovic;Sinisa;m;1974;Bad Soden am Taunus;Frankfurt am Main;Angestellter;71;;;;;;HE;AfD;Alternative für Deutschland;16;;0
;;Ochotzki;Andreas;m;1965;Bremen;Eutin;Schwimmmeisterhelfer;53;;;;;;HB;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;7;;0
;;Ochotzki;Regina Gisela;w;1973;Bremen;Zeven;Senior Software Engineer;43;;;;;;HB;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;6;;0
;;Ochsenfahrt;Ralf;m;1963;Detmold;Detmold;Malermeister;33;NW;136;Höxter – Lippe II;FREIE WÄHLER;FREIE WÄHLER;;;;;;0
;;Oehler;André;m;1972;Werdau;Werdau;Dipl.-Ing. Landespflege (FH);12;SN;163;Chemnitzer Umland – Erzgebirgskreis II;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;SN;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;10;;0
;;Oehme;Bernhard Ulrich;m;1960;Chemnitz;Bischofswerda;Versicherungsmakler;72;SN;163;Chemnitzer Umland – Erzgebirgskreis II;AfD;Alternative für Deutschland;SN;AfD;Alternative für Deutschland;7;;2
;;Oellers;Wilfried;m;1975;Heinsberg;Mönchengladbach;Rechtsanwalt;73;NW;89;Heinsberg;CDU;Christlich Demokratische Union Deutschlands;NW;CDU;Christlich Demokratische Union Deutschlands;53;X;1
;;Oertel;Beate;w;1957;Hamm;Ratingen;selbst. Finanzberaterin;72;NW;145;Hamm – Unna II;FDP;Freie Demokratische Partei;NW;FDP;Freie Demokratische Partei;43;;0
;;Oettler;Frank;m;1966;Halle (Saale);Halle (Saale);Straßenbahnfahrer;52;ST;68;Harz;MLPD;Marxistisch-Leninistische Partei Deutschlands;ST;MLPD;Marxistisch-Leninistische Partei Deutschlands;2;;0
;von;Olberg;Robert;m;1988;Münster;Münster;Referent;84;NW;129;Münster;SPD;Sozialdemokratische Partei Deutschlands;NW;SPD;Sozialdemokratische Partei Deutschlands;33;;0
;;Olschenka;Uwe;m;1957;Waiblingen;Waiblingen;Dipl.-Verwaltungsbetriebswirt (FH);73;BW;264;Waiblingen;ÖDP;Ökologisch-Demokratische Partei;BW;ÖDP;Ökologisch-Demokratische Partei;14;;0
;;Onayli;Sabine;w;1964;Leinfelden-Echterdingen;Stuttgart;med. Fachangestellte;81;;;;;;BW;DiB;DEMOKRATIE IN BEWEGUNG;5;;0
;;Öner;Merve Gizem;w;1992;Laatzen;Hildesheim;Studentin;4;;;;;;NI;MLPD;Marxistisch-Leninistische Partei Deutschlands;3;;0
Dr.;;Onken;Holger;m;1971;Oldenburg (Oldenburg);Emden;wiss. Mitarbeiter;84;NI;26;Friesland – Wilhelmshaven – Wittmund;DIE LINKE;DIE LINKE;;;;;;0
;;Önümlü;Mehmet;m;1994;Neuss;Neuss;selbständig;9;;;;;;NW;-;Allianz Deutscher Demokraten;12;;0
;;Oppelt;Maximilian;m;1986;Hannover;Hannover;Jurist;73;NI;41;Stadt Hannover I;CDU;Christlich Demokratische Union Deutschlands;NI;CDU;Christlich Demokratische Union Deutschlands;29;;0
;;Oppermann;Simone;w;1966;Barsinghausen;Gehrden;Dipl.-Verwaltungswirtin (FH);73;;;;;;NI;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;3;;0
;;Oppermann;Thomas;m;1954;Göttingen;Freckenhorst;MdB / Jurist;71;NI;53;Göttingen;SPD;Sozialdemokratische Partei Deutschlands;NI;SPD;Sozialdemokratische Partei Deutschlands;1;X;1
;;Orkunoglu;Temel;m;1952;Darmstadt;Kars, Türkei;Arbeiter;62;;;;;;HE;MLPD;Marxistisch-Leninistische Partei Deutschlands;11;;0
;;Orth;Joachim;m;1955;Leichlingen (Rheinland);Solingen;Versicherungsfachmann;72;NW;100;Rheinisch-Bergischer Kreis;FREIE WÄHLER;FREIE WÄHLER;NW;FREIE WÄHLER;FREIE WÄHLER;2;;0
;;Orth;Regina;w;1954;Darmstadt;Langen (Hessen);Rentnerin;5;;;;;;HE;MLPD;Marxistisch-Leninistische Partei Deutschlands;8;;0
;;Ortleb;Josephine Loulou;w;1986;Saarbrücken;Saarbrücken;Fachwirtin im Gastgewerbe;63;SL;296;Saarbrücken;SPD;Sozialdemokratische Partei Deutschlands;SL;SPD;Sozialdemokratische Partei Deutschlands;2;;1
;;Osowski;Andreas;m;1993;Berlin;Frankfurt am Main;Student;4;;;;;;BE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;37;;0
;;Ossenkopp;Stephan;m;1969;Berlin;Hildesheim;Journalist;92;BE;79;Berlin-Steglitz-Zehlendorf;BüSo;Bürgerrechtsbewegung Solidarität;BE;BüSo;Bürgerrechtsbewegung Solidarität;4;;0
;;Oßner;Florian;m;1980;Velden;Vilsbiburg;Dipl.-Volkswirt (Univ.);71;BY;228;Landshut;CSU;Christlich-Soziale Union in Bayern e.V.;;;;;X;1
;;Ossowski;Dieter;m;1958;Berlin;Marktbergel;Kaufmann;61;;;;;;BE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;34;;0
;;Ostendorff;Friedrich;m;1953;Bergkamen;Dortmund;Bauer;11;NW;127;Coesfeld – Steinfurt II;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;NW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;12;X;2
;;Oster;Hartmut;m;1964;Borchen;Saarbrücken;Erzieher;83;NW;137;Paderborn – Gütersloh III;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;;;;;;0
;;Oster;Josef;m;1971;Koblenz;Zell (Mosel);Bürgermeister;71;RP;199;Koblenz;CDU;Christlich Demokratische Union Deutschlands;RP;CDU;Christlich Demokratische Union Deutschlands;14;;1
;;Osterkamp-Andresen;Wilfried Karl;m;1952;Meldorf;Saarbrücken;Dipl.-Sozialarbeiter;83;;;;;;SH;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;10;;0
;;Osterkamp-Weber;Ilona Hilda;w;1976;Bremen;Norden;Dipl.-Pflegewirtin (FH);81;;;;;;HB;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;3;;0
;;Österle;Michael;m;1980;Gruibingen;Geislingen an der Steige;Angestellter;71;;;;;;BW;NPD;Nationaldemokratische Partei Deutschlands;7;;0
